strDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIngredient1,strMeasure1,strIngredient2,strMeasure2,strIngredient3,strMeasure3,strIngredient4,strMeasure4,strIngredient5,strMeasure5,strIngredient6,strMeasure6,strIngredient7,strMeasure7,strIngredient8,strMeasure8,strIngredient9,strMeasure9,strIngredient10,strMeasure10,strIngredient11,strMeasure11,strIngredient12,strMeasure12,strIngredient13,strMeasure13,strIngredient14,strMeasure14,strIngredient15,strMeasure15,strInstructions
Strawberry Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Cocktail glass,Strawberry schnapps,1/2 oz ,Tequila,1 oz ,Triple sec,1/2 oz ,Lemon juice,1 oz ,Strawberries,1 oz ,Salt,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve."
Strawberry Shivers,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Highball glass,Strawberries,1 1/2 cup ,Honey,4 tsp ,Water,1/2 cup ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
Sunny Holiday Punch,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rywtwy1468924758.jpg,Punch bowl,Pineapple juice,46 oz chilled ,Club soda,28 oz ,Orange juice,6 oz frozen ,Lemon,1,Berries,2 cups ,Champagne,1 bottle ,, ,, ,, ,, ,, ,,,,,,,,,Combine all ingredients in a punch bowl.
Surf City Lifesaver,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg,Highball glass,Ouzo,1 part ,Bailey's irish cream,1 part ,Gin,2 parts ,Grand Marnier,1/2 part ,, ,, ,, ,, ,, ,,,,,,,,,,,,,Lots of ice and soda top up in tall glass with cherry and a grin.
Swedish Coffee,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee Mug,Coffee,1 cup,Aquavit,4 cl ,Sugar,By taste ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning)
Sweet Bananas,Non alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball Glass,Milk,2 cups ,Banana,1,Honey,1 tblsp ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
Sweet Sangria,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Pitcher,Red wine,2 bottles ,Sugar,1 cup ,Water,2 cups hot ,Apple,1 cup ,Orange," wedges
",Lime," wedges
",Lemon,"
",Fresca,"
",,"
",,"
",,"
",,"
",,,,,,,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw."
Sweet Tooth,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball Glass,Godiva liqueur,2 shots ,Milk,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,,,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like."
Talos Coffee,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Brandy snifter,Grand Marnier,3 parts ,Coffee,1 part ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Add your GM and then add your coffee.
Tennesee Mud,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee Mug,Coffee,8 oz ,Jack Daniels,4 oz ,Amaretto,4 oz ,Whipped cream,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top."
Tequila Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Collins glass,Tequila,2 oz ,Lemon juice,1 tblsp ,Grenadine,3/4 oz ,Egg white,1,Ginger ale,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve."
Tequila Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Whiskey sour glass,Tequila,2 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1 tsp ,Lemon,1/2 slice ,Cherry,1,, ,, ,, ,, ,, ,,,,,,,,,,,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve."
Tequila Sunrise,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Highball glass,Tequila,2 measures ,Orange juice,,Grenadine,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve."
Tequila Surprise,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Shot glass,Tequila,full glass ,Tabasco sauce,About 8 drops ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Fill shot glass with Tequila. Add drops of Tobasco sauce.
Texas Rattlesnake,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Highball glass,Yukon Jack,1 part ,Cherry brandy,1/2 part ,Southern Comfort,1 part ,Sweet and sour,1 splash ,, ,, ,, ,, ,, ,,,,,,,,,,,,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end..."
Texas Sling,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,Wine Glass,Kahlua,1/2 oz ,Irish cream,1/2 oz ,Amaretto,1/2 oz ,151 proof rum,1/2 oz Bacardi ,Cream,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream."
Thai Coffee,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Highball glass,Coffee,6 tblsp ground,Coriander,1/4 tsp ,Cardamom,4-5 whole green ,Sugar,,Whipping cream,,Ice,,,,,,,,,,,,,,,,,,,,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away."
Thai Iced Coffee,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Highball glass,Coffee,black,Sugar,"
",Cream," pods
",Cardamom,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee."
Thai Iced Tea,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,Highball glass,Tea,1/4 cup Thai ,Water,1/2 cup boiling ,Condensed milk,2 tsp sweetened ,Ice," cubes
",Mint, ,, ,, ,, ,, ,,,,,,,,,,,,,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings."
The Evil Blue Thing,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ojnpz71504793059.jpg,Old-fashioned glass,Creme de Cacao,1 1/2 oz ,Blue Curacao,1 oz ,Light rum,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun""."
Thriller,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Cocktail glass,Scotch,1 1/2 oz ,Wine,1 oz Green Ginger ,Orange juice,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
Tia-Maria,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,Collins Glass,Water,1 cup ,Brown sugar,3/4-1 cup ,Coffee,4 tsp ,Rum,1 cup ,Vanilla extract,4 tsp ,, ,, ,, ,, ,, ,,,,,,,,,,,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using."
Tom Collins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Collins glass,Gin,2 oz ,Lemon juice,1 oz ,Sugar,1 tsp superfine ,Club soda,3 oz ,Maraschino cherry,1,Orange,1,, ,, ,, ,, ,, ,,,,,,,,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice."
Tomato Tang,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Highball glass,Tomato juice,2 cups ,Lemon juice,1-2 tblsp ,Celery salt,1 dash ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
Tommy's Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,Old-Fashioned glass,Tequila,4.5 cl,Lime Juice,1.5 cl,Agave syrup,2 spoons,,,,,, ,, ,,,,,,,,,,,,,,,,,Shake and strain into a chilled cocktail glass.
Turf Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Cocktail glass,Dry Vermouth,1 oz ,Gin,1 oz ,Anis,1/4 tsp ,Bitters,2 dashes ,Orange peel,Twist of ,, ,, ,, ,, ,, ,,,,,,,,,,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.
Turkeyball,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shot glass,Wild Turkey,1 oz ,Amaretto,3/4 oz ,Pineapple juice,1 splash ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Shake with ice and strain into a shot glass.
Tuxedo Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Cocktail glass,Dry Vermouth,1 1/2 oz ,Gin,1 1/2 oz ,Maraschino liqueur,1/4 tsp ,Anis,1/4 tsp ,Orange bitters,2 dashes ,Cherry,1,, ,, ,, ,, ,, ,,,,,,,,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.
Valencia Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Cocktail glass,Apricot brandy,1 1/2 oz ,Orange juice,1 tblsp ,Orange bitters,2 dashes ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve."
Vampiro,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,Old-Fashioned glass,Tequila,6 cl,Tomato Juice,3 cl,Orange Juice,3 cl,Lime Juice,1.5 cl,Sugar Syrup,1 dash,Salt,1 pinch,, ,,,,,,,,,,,,,,,,,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended."
Van Vleet,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,Old-fashioned glass,Light rum,3 oz ,Maple syrup,1 oz ,Lemon juice,1 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
Vermouth Cassis,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Highball glass,Dry Vermouth,1 1/2 oz ,Creme de Cassis,3/4 oz ,Carbonated water,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve."
Vesper,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,Cocktail glass,Gin,6 cl,Vodka,1.5 cl,Lillet Blanc,0.75 cl,,,,,, ,, ,,,,,,,,,,,,,,,,,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel."
Vesuvio,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,Old-fashioned glass,Light rum,1 oz ,Sweet Vermouth,1/2 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1 tsp ,Egg white,1,, ,, ,, ,, ,, ,,,,,,,,,,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
Veteran,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Old-fashioned glass,Dark rum,2 oz ,Cherry brandy,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.
Victor,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail glass,Gin,1 1/2 oz ,Sweet Vermouth,1/2 oz ,Brandy,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve."
Victory Collins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins glass,Vodka,1 1/2 oz ,Lemon juice,3 oz ,Grape juice,3 oz unsweetened ,Powdered sugar,1 tsp ,Orange,1 slice ,, ,, ,, ,, ,, ,,,,,,,,,,,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.
Vodka And Tonic,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball glass,Vodka,2 oz ,Tonic water,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,,,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve."
Vodka Fizz,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,White wine glass,Vodka,2 oz ,Half-and-half,2 oz ,Limeade,2 oz ,Ice,"
",Nutmeg,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top."
Vodka Martini,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail glass,Vodka,1 1/2 oz ,Dry Vermouth,3/4 oz ,Olive,1,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve."
Vodka Russian,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Collins Glass,Vodka,2 oz ,Schweppes Russchian,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,,,Mix it as a ordinary drink .
Waikiki Beachcomber,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail glass,Triple sec,3/4 oz ,Gin,3/4 oz ,Pineapple juice,1 tblsp ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve."
Whiskey Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Old-fashioned glass,Blended whiskey,2 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1/2 tsp ,Cherry,1,Lemon,1/2 slice ,, ,, ,, ,, ,, ,,,,,,,,,,,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice."
Whisky Mac,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins Glass,Scotch,1 1/2 oz ,Wine,1 oz Green Ginger ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Pour both of the ingredients into a wine goblet with no ice.
White Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,Cocktail glass,Gin,4cl,Triple Sec,3cl,Lemon Juice,2cl,,,, ,, ,, ,, ,, ,,,,,,,,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.
White Russian,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,Old-fashioned glass,Vodka,2 oz ,Coffee liqueur,1 oz ,Light cream,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.
Whitecap Margarita,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/Coupette glass,Ice,1 cup ,Tequila,2 oz ,Cream of coconut,1/4 cup ,Lime juice,3 tblsp fresh ,, ,, ,, ,, ,, ,,,,,,,,,,,,,Place all ingredients in a blender and blend until smooth. This makes one drink.
Wine Cooler,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins Glass,Red wine,2 oz white or ,Lemon-lime soda,5 oz ,Ice," cubes
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,Mix wine and soft drink. Pour into glass. Add ice.
Wine Punch,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,Collins Glass,Red wine,1 bottle ,Lemon,2,Orange juice,1 cup ,Orange,3,Pineapple juice,1 cup ,, ,, ,, ,, ,, ,,,,,,,,,,,Combine all of the ingredients and pour over a block of ice.
Yellow Bird,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail glass,White Rum,3 cl,Galliano,1.5 cl,Triple Sec,1.5 cl,Lime Juice,1.5 cl,, ,, ,, ,, ,, ,,,,,,,,,,,,,Shake and strain into a chilled cocktail glass
Yoghurt Cooler,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball Glass,Yoghurt,1 cup ,Fruit,1 cup ,Ice,"
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed."
Zambeer,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins Glass,Sambuca,1 1/2 oz ,Root beer,Add 10 oz ,Ice," cubes
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,,,Mix sambuca with rootbeer and stir. Add ice
Zenmeister,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,Collins Glass,Jägermeister,1/2 oz ,Root beer,1/2 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Mix together and enjoy
Ziemes Martini Apfelsaft,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,Collins Glass,Vermouth,4 cl ,Apple juice,16 cl ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Serve without ice. At least the juice shold have room temperature.
Zima Blaster,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,Hurricane glass,Zima,12 oz ,Chambord raspberry liqueur,3 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy."
Zimadori Zinger,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,Collins glass,Midori melon liqueur,1.5 oz ,Zima,12 oz ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.
Zinger,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,Highball glass,Peachtree schnapps,4 shots ,Surge,4 shots ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,,,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.
Zipperhead,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,Whiskey sour glass,Chambord raspberry liqueur,1 shot ,Vodka,1 shot ,Soda water,Fill with ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top)."
Zippy's Revenge,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,Old-fashioned glass,Amaretto,2 oz ,Rum,2 oz ,Kool-Aid,4 oz Grape ,, ,, ,, ,, ,, ,,,,,,,,,,,,,,,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold
Zizi Coin-coin,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,Margarita/Coupette glass,Cointreau,5 cl ,Lemon juice,2 cl ,Ice," cubes
",Lemon," or lime
",,"
",,"
",,"
",,"
",,"
",,,,,,,,,,,,,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass."
